"academica","personal","economica","institucional","deserta"
"152608",2,1,0,1,0
"152609",3,1,2,2,0
"152610",3,2,0,3,1
"152611",3,1,0,3,0
"152612",2,1,2,2,1
"152613",3,1,2,2,0
"152614",1,2,1,2,0
"152615",0,1,3,1,0
"152616",2,1,0,2,1
"152617",2,1,0,3,0
"152618",1,1,1,2,0
"152619",2,1,1,2,1
"152620",2,1,2,2,0
"152621",2,1,0,2,0
"152622",1,1,2,2,0
"152623",2,1,2,2,0
"152624",3,2,1,3,1
"152625",1,1,2,2,1
"152626",3,1,2,2,1
"152627",2,0,2,3,1
"152628",2,2,1,3,0
"152629",2,1,0,3,1
"152630",2,1,3,3,0
"152631",2,1,2,2,1
"152632",2,2,1,2,1
"152633",3,1,1,1,1
"152634",4,1,1,2,0
"152635",1,1,1,2,1
"152636",2,1,1,2,0
"152637",3,1,1,1,1
"152638",2,1,2,2,1
"152639",2,1,3,3,0
"152640",2,1,2,2,1
"152641",2,3,1,3,1
"152642",3,1,2,1,0
"152643",2,1,2,2,0
"152644",2,1,0,3,0
"152645",2,1,2,2,0
"152646",2,1,1,3,0
"152647",4,2,1,2,0
"152648",2,1,0,2,1
"152649",4,1,1,2,1
"152650",3,2,3,2,0
"152651",2,2,1,3,0
"152652",3,2,0,2,0
"152653",2,2,3,1,1
"152654",2,1,2,2,1
"152655",2,1,1,2,1
"152656",3,1,2,2,0
"152657",2,1,2,2,0
"152658",3,1,1,3,1
"152659",2,2,2,3,0
"152660",2,2,3,2,1
"152661",2,2,0,2,0
"152662",2,1,1,2,0
"152663",2,1,2,3,0
"152664",2,2,0,2,1
"152665",2,1,2,3,0
"152666",2,1,1,3,0
"152667",1,0,0,2,1
"152668",2,1,0,3,1
"152669",4,1,1,2,1
"152670",3,1,0,3,1
"152671",2,1,2,2,0
"152672",2,2,4,1,0
"152673",2,1,1,3,1
"152674",2,1,1,1,0
"152675",2,1,2,2,0
"152676",2,1,2,2,0
"152677",2,1,1,3,1
"152678",2,1,2,2,1
"152679",3,1,3,2,0
"152680",2,0,1,1,0
"152681",2,2,1,3,0
"152682",4,1,1,2,1
"152683",2,1,1,3,0
"152684",2,1,2,2,1
"152685",2,1,1,2,1
"152686",2,1,1,3,1
"152687",3,2,3,2,1
"152688",3,1,0,2,1
"152689",1,1,1,2,1
"152690",2,1,2,3,1
"152691",3,2,0,3,1
"152692",2,1,1,3,1
"152693",2,1,1,3,0
"152694",2,1,2,1,0
"152695",3,2,3,3,1
"152696",2,1,2,3,0
"152697",1,1,2,2,0
"152698",2,1,1,2,1
"152699",3,1,1,3,1
"152700",2,1,1,2,1
"152701",2,2,1,3,0
"152702",3,2,3,2,1
"152703",2,2,1,2,0
"152704",2,1,1,1,0
"152705",2,2,0,2,0
"152706",2,1,2,3,0
"152707",2,1,1,2,1
"152708",2,1,2,1,0
"152709",2,2,2,2,0
"152710",4,1,2,2,0
"152711",2,1,2,3,1
"152712",2,2,1,2,0
"152713",3,2,2,1,1
"152714",2,1,1,3,0
"152715",1,2,1,3,0
"152716",2,2,2,3,0
"152717",2,1,1,3,0
"152718",3,1,1,2,1
"152719",2,1,3,2,1
"152720",2,1,0,3,1
"152721",2,1,1,2,1
"152722",2,1,1,3,1
"152723",2,2,2,2,0
"152724",4,0,1,2,0
"152725",2,1,1,1,1
"152726",0,1,1,2,1
"152727",2,2,2,3,0
"152728",2,1,2,2,0
"152729",2,1,1,3,0
"152730",2,1,2,2,0
"152731",2,1,2,3,0
"152732",3,1,1,2,0
"152733",2,1,1,2,0
"152734",3,1,1,3,1
"152735",2,1,2,3,1
"152736",3,2,3,2,0
"152737",2,1,1,3,1
"152738",2,1,1,0,0
"152739",0,1,1,3,1
"152740",2,1,2,3,0
"152741",2,1,0,3,0
"152742",2,1,2,1,0
"152743",3,1,2,3,0
"152744",3,2,2,2,0
"152745",3,1,1,2,0
"152746",2,1,2,3,0
"152747",2,1,2,3,1
"152748",2,1,1,3,0
"152749",2,1,0,3,0
"152750",2,1,2,2,1
"152751",2,1,3,2,0
"152752",2,1,0,3,0
"152753",3,1,1,2,0
"152754",2,1,2,2,0
"152755",2,1,3,2,0
"152756",2,1,2,2,0
"152757",2,2,1,2,1
"152758",3,2,0,1,0
"152759",1,1,1,2,1
"152760",2,1,1,2,0
"152761",2,1,3,3,0
"152762",3,2,3,2,0
"152763",2,1,2,2,1
"152764",2,1,2,3,0
"152765",2,1,1,3,0
"152766",2,1,2,2,0
"152767",2,2,2,2,0
"152768",4,1,2,2,1
"152769",2,1,2,3,1
"152770",2,1,2,2,1
"152771",1,1,3,2,0
"152772",2,1,2,2,0
"152773",4,1,1,2,0
"152774",2,2,3,2,0
"152775",2,1,1,2,0
"152776",4,0,1,2,0
"152777",2,1,1,3,0
"152778",2,1,1,3,0
"152779",3,2,2,2,0
"152780",2,1,2,2,0
"152781",2,1,2,2,0
"152782",3,1,1,2,1
"152783",2,2,2,3,0
"152784",2,1,1,3,0
"152785",2,1,1,2,0
"152786",2,1,1,2,0
"152787",2,1,1,2,0
"152788",1,1,0,2,0
"152789",3,1,1,2,1
"152790",3,2,0,3,0
"152791",2,1,1,2,0
"152792",2,1,0,3,0
"152793",3,1,0,2,1
"152794",3,1,2,2,1
"152795",2,1,1,1,0
"152796",2,2,2,2,0
"152797",2,1,1,2,1
"152798",1,1,0,3,1
"152799",2,1,2,3,1
"152800",3,1,0,2,1
"152801",1,1,0,3,0
"152802",2,1,0,3,1
"152803",2,1,2,3,0
"152804",2,1,1,2,0
"152805",2,1,1,2,1
"152806",4,0,1,2,1
"152807",2,2,3,2,0
"152808",2,1,2,2,0
"152809",2,1,1,2,0
"152810",3,1,0,2,1
"152811",1,1,1,2,0
"152812",2,2,1,2,0
"152813",3,1,2,2,1
"152814",3,0,1,3,0
"152815",2,1,1,0,1
"152816",2,1,1,2,1
"152817",2,3,2,3,1
"152818",3,1,1,2,0
"152819",2,1,2,2,0
"152820",0,1,2,1,1
"152821",2,1,2,2,0
"152822",2,1,2,2,1
"152823",2,1,0,3,1
"152824",2,1,2,2,0
"152825",3,1,2,3,0
"152826",1,1,2,3,1
"152827",2,1,1,3,0
"152828",2,2,1,2,0
"152829",4,1,0,2,1
"152830",2,1,1,2,0
"152831",2,1,1,2,0
"152832",2,1,2,1,0
"152833",2,1,1,3,0
"152834",2,1,2,3,0
"152835",4,2,2,2,0
"152836",2,1,2,3,0
"152837",1,1,2,1,1
"152838",3,1,2,2,0
"152839",2,1,2,2,0
"152840",1,1,2,2,0
"152841",2,2,0,3,1
"152842",2,1,0,2,0
"152843",2,1,1,2,0
"152844",3,1,2,1,1
"152845",2,1,0,2,0
"152846",2,1,2,3,0
"152847",2,1,1,1,1
"152848",2,1,1,3,0
"152849",1,1,2,3,0
"152850",2,1,2,3,0
"152851",2,2,1,3,1
"152852",2,1,2,2,0
"152853",2,2,3,2,1
"152854",3,1,3,2,0
"152855",2,1,2,3,1
"152856",2,1,2,2,1
"152857",2,1,2,2,1
"152858",2,1,2,2,0
"152859",4,2,2,2,1
"152860",2,1,2,3,0
"152861",0,1,1,3,1
"152862",3,1,2,1,1
"152863",3,1,1,2,1
"152864",3,2,0,3,1
"152865",2,1,1,3,0
"152866",2,2,3,3,0
"152867",2,1,2,3,0
"152868",3,2,0,2,0
"152869",3,1,1,2,1
"152870",3,1,1,3,1
"152871",2,1,0,2,0
"152872",3,1,1,2,1
"152873",2,1,2,2,0
"152874",1,1,0,3,1
"152875",1,1,0,3,0
"152876",2,2,2,2,0
"152877",2,2,2,3,0
"152878",2,1,2,3,1
"152879",2,1,1,2,0
"152880",2,1,1,2,0
"152881",2,1,1,2,1
"152882",4,0,1,1,1
"152883",1,1,1,2,1
"152884",2,1,2,3,0
"152885",2,2,2,2,0
"152886",3,1,2,3,0
"152887",2,1,0,3,0
"152888",1,2,2,1,0
"152889",3,1,0,2,1
"152890",1,1,0,1,1
"152891",2,1,2,1,0
"152892",3,2,2,2,1
"152893",1,2,1,1,1
"152894",2,1,2,2,0
"152895",4,1,2,2,0
"152896",2,1,1,3,0
"152897",3,2,1,3,0
"152898",2,1,1,3,0
"152899",3,2,0,2,0
"152900",3,2,3,3,0
"152901",2,1,2,3,0
"152902",0,2,2,3,0
"152903",2,2,1,2,1
"152904",2,2,3,2,0
"152905",2,1,1,3,1
"152906",3,1,2,2,0
"152907",2,1,1,3,0
"152908",2,1,2,2,0
"152909",3,1,2,1,0
"152910",1,1,2,1,0
"152911",3,1,1,2,0
"152912",2,2,1,2,0
"152913",0,1,1,2,0
"152914",1,2,2,1,0
"152915",3,2,1,1,1
"152916",3,1,2,3,1
"152917",2,2,2,2,0
"152918",3,2,0,3,1
"152919",2,1,1,1,0
"152920",3,1,2,3,0
"152921",3,1,0,3,1
"152922",2,1,2,2,0
"152923",2,2,2,3,0
"152924",2,2,1,3,0
"152925",0,1,0,2,1
"152926",2,2,1,2,0
"152927",0,1,1,3,1
"152928",2,1,1,2,0
"152929",3,1,1,3,1
"152930",3,1,1,3,0
"152931",3,1,1,2,0
"152932",2,1,2,2,0
"152933",3,1,1,2,1
"152934",3,1,1,3,0
"152935",2,1,2,3,0
"152936",2,1,0,1,1
"152937",3,2,0,2,1
"152938",0,1,2,2,0
"152939",3,2,1,2,0
"152940",3,1,3,3,0
"152941",3,1,2,3,0
"152942",2,2,2,3,1
"152943",0,1,1,2,1
"152944",2,1,0,2,0
"152945",2,1,1,3,0
"152946",2,1,2,2,1
"152947",3,1,1,1,1
"152948",2,1,2,2,1
"152949",2,1,2,3,0
"152950",2,2,0,3,0
"152951",2,1,0,3,0
"152952",2,1,1,2,1
"152953",2,1,2,2,0
"152954",1,1,0,2,0
"152955",3,2,2,2,0
"152956",2,1,1,3,0
"152957",2,1,2,2,0
"152958",2,2,1,3,0
"152959",2,1,2,3,1
"152960",2,1,1,2,0
"152961",3,2,3,2,0
"152962",2,1,3,3,0
"152963",2,1,2,3,0
"152964",2,2,1,3,0
"152965",2,1,1,2,0
"152966",0,2,3,2,1
"152967",4,1,2,3,0
"152968",0,1,3,2,1
"152969",0,1,1,1,0
"152970",2,2,2,2,0
"152971",2,1,1,2,0
"152972",2,1,0,3,1
"152973",1,1,1,2,0
"152974",2,1,2,3,0
"152975",4,1,0,3,0
"152976",2,1,0,3,1
"152977",2,1,2,1,1
"152978",2,2,2,2,1
"152979",2,1,1,2,1
"152980",2,2,1,2,0
"152981",2,1,1,2,0
"152982",2,1,1,2,0
"152983",3,1,2,1,0
"152984",2,3,0,3,0
"152985",3,1,1,3,0
"152986",2,1,0,3,0
"152987",3,2,1,3,1
"152988",2,1,1,3,1
"152989",2,1,1,2,1
"152990",2,1,0,3,0
"152991",1,1,1,2,1
"152992",2,2,2,2,0
"152993",2,1,2,2,0
"152994",0,1,2,3,1
"152995",3,1,2,1,1
"152996",2,1,0,3,1
"152997",2,2,1,2,1
"152998",0,1,3,2,1
"152999",2,1,1,2,0
"153000",2,1,1,2,1
"153001",2,1,2,2,0
"153002",2,1,0,2,0
"153003",2,1,1,2,0
"153004",3,2,0,3,0
"153005",2,1,1,3,1
"153006",2,1,2,2,0
"153007",2,2,1,2,1
"153008",2,1,2,2,0
"153009",3,1,0,2,0
"153010",2,2,1,3,1
"153011",4,1,1,2,1
"153012",2,1,3,3,0
"153013",2,1,1,2,0
"153014",2,1,3,2,0
"153015",3,1,3,1,0
"153016",4,1,2,2,1
"153017",2,2,1,2,1
"153018",2,1,2,2,0
"153019",2,2,1,3,1
"153020",2,1,2,3,0
"153021",2,2,2,2,0
"153022",3,2,3,2,0
"153023",2,1,2,2,0
"153024",3,1,1,3,0
"153025",2,1,1,2,0
"153026",3,2,1,1,1
"153027",2,1,1,2,0
"153028",1,2,2,3,1
"153029",1,1,1,2,0
"153030",2,1,2,3,0
"153031",2,1,1,2,0
"153032",3,1,3,3,1
"153033",3,1,1,2,0
"153034",1,1,1,3,1
"153035",2,1,1,3,0
"153036",2,1,2,2,0
"153037",2,1,1,2,0
"153038",2,1,1,3,0
"153039",2,2,2,3,0
"153040",2,1,0,1,0
"153041",2,2,2,2,0
"153042",2,1,1,1,1
"153043",3,2,0,3,0
"153044",1,1,2,2,0
"153045",2,1,1,3,0
"153046",1,1,1,2,1
"153047",2,1,1,2,1
"153048",3,1,0,3,0
"153049",1,1,1,3,0
"153050",2,2,2,2,0
"153051",2,2,2,2,0
"153052",3,1,1,3,1
"153053",0,2,2,1,0
"153054",3,2,0,2,0
"153055",1,1,1,2,0
"153056",2,1,2,3,1
"153057",2,0,0,3,1
"153058",2,1,1,1,1
"153059",2,1,1,2,1
"153060",3,1,0,2,0
"153061",2,1,0,2,0
"153062",2,1,1,1,0
"153063",2,1,1,2,0
"153064",3,1,0,3,1
"153065",3,1,2,3,1
"153066",2,2,1,2,1
"153067",1,2,1,3,1
"153068",2,1,1,3,0
"153069",0,1,0,2,1
"153070",3,2,0,3,0
"153071",3,1,2,2,1
"153072",3,1,1,2,0
"153073",3,1,0,3,1
"153074",2,2,1,2,1
"153075",2,1,2,2,0
"153076",3,0,0,1,0
"153077",2,2,1,3,0
"153078",3,2,3,2,0
"153079",2,1,2,2,0
"153080",2,1,1,3,0
"153081",3,1,1,2,1
"153082",2,1,1,2,1
"153083",2,1,1,3,0
"153084",2,2,2,3,0
"153085",2,2,2,2,1
"153086",1,2,1,3,1
"153087",0,2,1,2,1
"153088",2,1,0,3,0
"153089",3,1,2,1,1
"153090",2,2,2,3,0
"153091",2,2,1,2,0
"153092",4,1,1,2,1
"153093",3,1,2,2,1
"153094",2,1,1,2,1
"153095",4,1,2,2,1
"153096",2,1,1,2,1
"153097",2,1,3,3,0
"153098",3,2,2,2,0
"153099",2,2,2,2,0
"153100",2,2,0,2,1
"153101",2,3,1,3,1
"153102",3,1,2,2,0
"153103",4,2,2,2,0
"153104",2,1,2,2,0
"153105",2,1,3,2,0
"153106",3,1,2,2,0
"153107",2,1,0,3,0
"153108",2,1,1,3,0
"153109",2,1,2,2,0
"153110",3,0,1,2,0
"153111",4,1,1,2,1
"153112",3,1,2,3,1
"153113",2,1,1,2,0
"153114",2,1,1,2,0
"153115",2,1,1,2,1
"153116",3,1,2,2,1
"153117",3,2,3,2,0
"153118",2,0,1,2,1
"153119",2,1,1,2,0
"153120",2,2,1,3,1
"153121",2,2,2,2,1
"153122",3,1,0,2,1
"153123",2,2,1,2,0
"153124",2,1,2,2,1
"153125",2,2,1,2,0
"153126",3,1,0,2,0
"153127",0,2,2,3,0
"153128",0,1,1,3,0
"153129",2,2,3,3,1
"153130",4,1,2,1,0
"153131",2,2,1,2,0
"153132",2,1,1,3,0
"153133",2,2,2,2,1
"153134",3,1,0,3,0
"153135",2,1,0,3,1
"153136",2,1,2,2,0
"153137",3,1,0,3,0
"153138",2,1,2,3,1
"153139",3,1,1,2,0
"153140",2,1,1,3,0
"153141",3,1,2,2,1
"153142",1,2,1,2,0
"153143",2,1,1,3,0
"153144",2,1,1,2,1
"153145",2,1,2,1,0
"153146",3,2,0,1,1
"153147",3,1,1,2,1
"153148",2,2,1,2,0
"153149",2,2,2,3,0
"153150",0,1,2,2,0
"153151",3,1,1,3,0
"153152",3,1,1,3,0
"153153",2,1,1,3,1
"153154",3,1,1,3,0
"153155",3,1,1,2,1
"153156",3,1,1,3,0
"153157",2,2,1,2,0
"153158",2,1,2,3,0
"153159",2,1,1,2,0
"153160",2,1,1,3,0
"153161",3,1,2,3,0
"153162",3,1,0,2,1
"153163",2,1,2,2,0
"153164",2,1,2,3,0
"153165",2,1,2,2,1
"153166",2,2,1,3,1
"153167",3,1,0,3,1
"153168",4,1,1,1,1
"153169",3,1,1,2,0
"153170",2,1,2,1,0
"153171",2,1,1,2,1
"153172",3,1,1,3,0
"153173",2,1,1,3,1
"153174",2,1,2,3,1
"153175",2,1,1,1,0
"153176",2,1,0,3,0
"153177",3,1,1,2,1
"153178",2,2,1,2,0
"153179",2,1,1,3,1
"153180",2,1,2,2,0
"153181",1,1,0,2,1
"153182",2,1,1,1,1
"153183",2,1,2,3,0
"153184",2,1,2,3,0
"153185",1,1,2,1,0
"153186",3,1,1,1,1
"153187",2,1,0,2,1
"153188",2,1,2,2,0
"153189",2,1,2,2,1
"153190",0,1,2,2,0
"153191",2,1,1,3,0
"153192",1,1,1,3,1
"153193",2,2,3,3,0
"153194",0,1,1,1,0
"153195",2,1,0,3,0
"153196",2,1,2,3,0
"153197",2,1,0,3,0
"153198",1,1,1,3,0
"153199",2,1,0,2,0
"153200",2,1,0,3,0
"153201",3,0,1,2,0
"153202",2,1,2,1,0
"153203",0,1,2,2,1
"153204",3,1,0,3,1
"153205",2,1,3,3,0
"153206",2,1,1,3,0
"153207",3,2,0,3,0
"153208",3,1,0,1,0
"153209",2,2,1,2,1
"153210",3,1,0,2,1
"153211",3,2,2,2,0
"153212",2,1,3,3,1
"153213",2,1,0,2,0
"153214",2,1,2,1,0
"153215",2,1,2,3,0
"153216",2,1,2,3,0
"153217",3,1,3,2,0
"153218",2,1,2,2,0
"153219",2,1,1,3,0
"153220",2,2,2,3,0
"153221",2,1,1,3,0
"153222",2,2,2,2,0
"153223",2,2,1,3,0
"153224",3,2,1,3,0
"153225",2,1,1,2,1
"153226",2,2,0,3,1
"153227",2,1,0,2,0
"153228",2,1,1,3,0
"153229",0,1,1,3,1
"153230",3,1,2,3,0
"153231",2,1,1,3,1
"153232",0,2,1,2,1
"153233",2,2,2,3,1
"153234",2,1,1,1,1
"153235",2,2,2,2,1
"153236",2,1,1,0,0
"153237",3,2,2,2,0
"153238",3,1,1,3,0
"153239",2,1,2,2,0
"153240",2,1,2,3,0
"153241",2,2,2,2,1
"153242",2,1,1,2,0
"153243",2,1,1,3,0
"153244",2,1,1,2,0
"153245",2,1,2,2,1
"153246",2,2,3,3,0
"153247",3,1,3,2,0
"153248",0,1,2,3,0
"153249",1,1,1,3,0
"153250",2,2,2,3,1
"153251",2,1,3,2,0
"153252",2,1,2,2,0
"153253",2,1,2,2,0
"153254",2,1,1,2,0
"153255",2,1,1,2,1
"153256",3,1,3,3,1
"153257",2,1,3,3,1
"153258",2,2,1,3,1
"153259",2,1,0,3,0
"153260",1,1,1,3,0
"153261",2,1,3,2,0
"153262",2,2,1,1,0
"153263",2,1,1,3,0
"153264",2,1,1,3,0
"153265",2,2,2,2,0
"153266",3,1,2,3,0
"153267",2,2,2,2,0
"153268",3,2,2,2,0
"153269",3,2,1,3,0
"153270",0,1,2,2,0
"153271",2,1,2,3,0
"153272",2,1,2,2,0
"153273",2,0,1,3,1
"153274",2,1,0,3,1
"153275",3,2,0,3,0
"153276",3,2,3,2,0
"153277",2,1,3,1,0
"153278",2,1,1,2,1
"153279",1,1,0,1,1
"153280",2,1,2,2,1
"153281",3,1,1,3,1
"153282",4,1,1,2,1
"153283",3,2,0,3,0
"153284",2,1,1,3,1
"153285",2,1,0,2,1
"153286",1,1,2,2,0
"153287",3,2,0,2,0
"153288",3,1,3,2,1
"153289",2,1,1,3,0
"153290",2,1,2,3,0
"153291",3,1,1,1,0
"153292",3,1,0,3,0
"153293",2,1,1,3,0
"153294",2,2,1,2,0
"153295",4,1,1,2,0
"153296",2,1,0,2,1
"153297",2,2,1,3,1
"153298",3,2,1,3,0
"153299",2,1,2,2,0
"153300",2,1,1,1,1
"153301",2,2,2,2,1
"153302",2,1,1,3,1
"153303",3,1,0,3,0
"153304",2,1,1,1,0
"153305",3,1,2,2,0
"153306",1,1,1,3,0
"153307",3,1,1,3,1
"153308",4,2,0,3,1
"153309",2,1,2,2,0
"153310",2,1,0,3,0
"153311",2,2,0,3,1
"153312",2,1,1,2,0
"153313",4,1,2,3,0
"153314",2,2,3,2,0
"153315",2,2,3,3,0
"153316",2,1,3,3,0
"153317",2,2,3,3,0
"153318",2,1,1,2,0
"153319",2,1,1,2,1
"153320",2,1,1,2,0
"153321",2,1,2,3,0
"153322",2,1,2,2,0
"153323",2,1,2,2,0
"153324",3,1,1,3,0
"153325",2,2,1,3,0
"153326",2,1,1,2,1
"153327",2,2,2,2,0
"153328",2,1,1,1,1
"153329",2,1,1,3,1
"153330",2,1,2,1,0
"153331",2,1,3,2,1
"153332",2,2,3,3,0
"153333",3,1,1,3,1
"153334",2,1,2,3,0
"153335",4,1,2,2,0
"153336",2,1,2,1,0
"153337",2,1,1,3,0
"153338",2,2,2,3,0
"153339",2,1,2,3,1
"153340",1,1,2,1,0
"153341",2,1,1,3,0
"153342",2,1,1,2,0
"153343",2,2,2,1,0
"153344",4,1,2,3,1
"153345",3,1,2,3,1
"153346",2,1,1,3,0
"153347",1,1,0,3,1
"153348",0,1,1,2,0
"153349",1,1,2,2,1
"153350",2,1,0,2,1
"153351",3,1,1,1,0
"153352",2,1,1,2,1
"153353",2,1,1,3,0
"153354",2,1,0,3,1
"153355",2,2,2,3,0
"153356",2,2,2,2,0
"153357",3,1,2,3,1
"153358",2,1,3,2,1
"153359",2,1,1,3,0
"153360",2,1,2,3,0
"153361",3,1,1,2,1
"153362",2,1,2,3,0
"153363",2,1,2,2,0
"153364",2,1,3,2,0
"153365",2,1,1,2,0
"153366",2,1,2,2,0
"153367",1,1,1,3,0
"153368",2,1,2,2,1
"153369",2,1,0,3,0
"153370",1,1,2,3,0
"153371",2,1,1,3,0
"153372",2,1,1,3,1
"153373",2,1,1,2,0
"153374",2,1,0,2,1
"153375",2,1,2,3,1
"153376",3,1,3,3,0
"153377",2,1,1,3,1
"153378",2,1,2,1,0
"153379",3,1,0,3,0
"153380",3,1,1,2,1
"153381",2,1,0,3,0
"153382",1,1,1,3,1
"153383",2,1,0,2,0
"153384",0,1,2,3,1
"153385",2,1,1,1,0
"153386",2,1,3,2,0
"153387",3,1,2,2,0
"153388",2,1,0,2,0
"153389",2,1,2,2,0
"153390",2,1,2,3,0
"153391",2,1,2,3,0
"153392",0,1,1,3,1
"153393",2,1,1,3,0
"153394",2,1,0,3,0
"153395",2,1,1,2,0
"153396",2,1,1,1,0
"153397",2,1,2,1,1
"153398",2,1,3,3,0
"153399",2,1,2,2,0
"153400",2,1,2,1,0
"153401",2,1,1,2,0
"153402",2,2,2,3,0
"153403",2,1,2,3,1
"153404",2,1,1,3,1
"153405",2,1,0,2,0
"153406",2,2,3,3,1
"153407",2,1,0,2,0
"153408",3,1,1,2,1
"153409",2,1,1,3,0
"153410",3,2,3,1,0
"153411",3,2,1,2,0
"153412",2,2,0,2,0
"153413",2,1,0,3,1
"153414",2,1,0,3,0
"153415",2,1,0,2,1
"153416",2,1,3,3,0
"153417",2,1,2,2,0
"153418",3,1,1,1,1
"153419",4,0,1,3,1
"153420",2,1,1,2,0
"153421",2,1,2,3,1
"153422",1,1,2,2,1
"153423",2,1,2,2,0
"153424",3,1,3,2,0
"153425",2,2,1,2,0
"153426",2,1,1,3,0
"153427",2,1,1,2,0
"153428",3,1,1,2,0
"153429",2,2,2,1,0
"153430",2,1,2,3,0
"153431",3,0,1,2,1
"153432",3,1,0,1,1
"153433",2,2,2,3,1
"153434",2,2,2,3,0
"153435",2,1,1,1,1
"153436",2,1,0,3,0
"153437",1,1,1,1,1
"153438",2,1,2,3,0
"153439",2,1,2,2,0
"153440",2,1,2,2,1
"153441",3,1,2,2,1
"153442",3,2,1,2,0
"153443",2,1,1,2,0
"153444",3,2,3,2,0
"153445",2,1,1,2,0
"153446",2,1,1,3,1
"153447",3,1,3,3,0
"153448",2,1,0,3,0
"153449",2,1,0,2,0
"153450",2,0,0,2,0
"153451",0,1,1,2,1
"153452",2,1,2,3,1
"153453",2,1,1,1,1
"153454",2,1,2,2,0
"153455",2,1,1,2,1
"153456",3,1,1,3,0
"153457",3,2,1,3,0
"153458",0,1,2,1,0
"153459",2,1,2,2,0
"153460",2,1,2,2,0
"153461",2,2,1,3,1
"153462",2,1,1,2,0
"153463",2,1,1,3,0
"153464",2,1,1,3,0
"153465",2,1,1,3,1
"153466",2,1,2,3,1
"153467",3,2,2,2,1
"153468",3,1,1,3,1
"153469",0,1,1,2,1
"153470",2,1,2,3,0
"153471",3,1,2,1,0
"153472",2,1,1,2,0
"153473",2,1,1,1,1
"153474",2,1,2,3,1
"153475",2,1,1,2,0
"153476",2,2,2,3,0
"153477",1,1,1,2,0
"153478",3,1,1,2,1
"153479",2,1,2,3,0
"153480",2,1,2,2,0
"153481",3,1,0,1,0
"153482",2,1,1,1,0
"153483",3,1,3,3,0
"153484",2,1,0,2,0
"153485",2,1,2,2,0
"153486",2,2,1,2,0
"153487",2,1,2,2,1
"153488",2,2,2,3,0
"153489",2,2,1,2,1
"153490",3,1,2,1,0
"153491",3,1,0,2,1
"153492",2,1,2,3,0
"153493",4,1,1,2,1
"153494",2,2,3,3,0
"153495",2,1,1,2,0
"153496",2,1,2,2,0
"153497",2,1,2,2,0
"153498",2,1,1,3,0
"153499",3,1,1,2,0
"153500",2,1,2,2,1
"153501",2,1,3,3,0
"153502",2,1,0,2,0
"153503",3,2,1,2,0
"153504",2,1,2,1,1
"153505",1,2,2,2,1
"153506",2,1,2,3,1
"153507",2,2,1,2,0
"153508",1,1,1,2,1
"153509",2,1,0,2,0
"153510",2,1,1,3,0
"153511",2,1,1,2,0
"153512",2,1,1,2,1
"153513",2,1,1,2,0
"153514",2,1,1,2,0
"153515",2,1,2,2,0
"153516",2,2,3,3,1
"153517",2,1,2,2,0
"153518",2,1,1,3,1
"153519",3,1,2,1,0
"153520",3,1,3,3,0
"153521",2,2,1,3,1
"153522",2,1,1,2,1
"153523",3,1,1,2,0
"153524",2,1,1,3,0
"153525",3,1,2,3,1
"153526",3,1,1,3,1
"153527",2,1,2,3,0
"153528",3,1,1,2,0
"153529",2,1,2,2,0
"153530",2,1,1,2,1
"153531",2,2,2,2,0
"153532",2,1,1,3,0
"153533",2,1,2,2,0
"153534",2,1,2,3,0
"153535",1,2,1,2,0
"153536",3,1,2,2,0
"153537",2,1,2,1,1
"153538",3,1,2,2,0
"153539",2,1,1,2,0
"153540",3,2,0,3,1
"153541",3,2,1,2,1
"153542",2,1,1,2,0
"153543",2,1,1,2,0
"153544",2,1,1,2,1
"153545",2,1,1,2,1
"153546",2,1,2,2,0
"153547",2,1,1,3,1
"153548",2,1,1,2,0
"153549",3,1,1,2,0
"153550",3,1,1,3,0
"153551",2,1,1,3,0
"153552",3,1,1,0,1
"153553",2,1,1,3,1
"153554",2,1,1,1,1
"153555",2,2,1,3,0
"153556",2,1,2,3,0
"153557",3,2,1,3,0
"153558",3,1,1,2,0
"153559",3,1,2,2,0
"153560",2,1,2,3,0
"153561",2,1,0,2,1
"153562",2,1,2,2,1
"153563",4,1,1,1,1
"153564",2,2,1,2,0
"153565",3,1,2,2,0
"153566",2,1,1,2,0
"153567",2,2,2,2,0
"153568",1,1,3,2,0
"153569",2,1,2,1,0
"153570",0,1,0,2,1
"153571",2,2,2,2,1
"153572",2,1,2,3,1
"153573",2,1,2,3,0
"153574",3,2,0,2,0
"153575",2,1,1,1,0
"153576",2,1,1,3,1
"153577",1,1,2,1,1
"153578",3,1,0,1,0
"153579",3,1,2,2,1
"153580",3,1,0,2,1
"153581",2,2,2,2,1
"153582",2,1,0,3,1
"153583",2,1,1,2,0
"153584",2,1,2,1,0
"153585",2,1,1,2,1
"153586",2,1,1,2,0
"153587",4,1,0,3,1
"153588",2,1,2,2,0
"153589",3,2,0,2,0
"153590",2,1,2,3,0
"153591",3,1,2,2,0
"153592",1,1,1,2,0
"153593",2,1,1,2,0
"153594",2,2,2,3,1
"153595",2,1,2,2,1
"153596",2,1,1,3,1
"153597",2,1,1,2,0
"153598",2,1,0,2,1
"153599",2,1,1,1,0
"153600",2,2,2,3,0
"153601",2,1,2,2,0
"153602",2,1,2,3,0
"153603",3,0,0,1,0
"153604",2,1,1,3,0
"153605",0,1,3,3,0
